created_at,text
2021-11-30 13:15:15,"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…"
2021-11-30 13:15:14,"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ"
2021-11-30 13:15:14,"Collection so far! More marine life is still yet to be caught in the Metasea. More arriving shortly! 🔥

#nft #NFT… https://t.co/OvbevqYqLn"
2021-11-30 13:15:13,"RT @WILDERCRYPTOO: Which #crypto are you loading up on right now?

#Cryptogem #cryptocurrency #x100Gems #altcoin #DeFi #cryptotwitter #bloc…"
2021-11-30 13:15:13,"@btbdydh 
#MetaMine #MINE #greenmining #Ethereum #ETH #BinanceSmartChain  #renewableenergy #gogreen #greenenergy… https://t.co/a0U7TqvCLQ"
2021-11-30 13:15:12,"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ"
2021-11-30 13:15:12,"RT @AirdropStario: 💧 Shibpad Airdrop 💧

🏆 Task:          ➕ Up to 200 SPAD

👨‍👩‍👧 Referral:   ➕ 40 SPAD

🔛 Airdrop Link &amp; Information: https…"
2021-11-30 13:15:12,"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…"
2021-11-30 13:15:12,"RT @WrightLife21: I had a Dream that #cryptocurrency made me a #Millionaire

        Oh Sh!T…. That WAS REAL

                       #Saita…"
2021-11-30 13:15:11,"RT @gate_io: https://t.co/8kWqgEeplL Startup Free Offering: @witnet_io

⏰Time: 02:00,Nov 30th- Dec 1st(UTC)
 
🧧50 lucky users will each win…"
2021-11-30 13:15:11,"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…"
2021-11-30 13:15:10,"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…"
2021-11-30 13:15:10,"RT @Jetoken1: 💎JeToken LAUNCH💎

🚀LAUNCHING November 30th🚀

✈️Do not miss your opportunity to purchase JeToken during our final days of Pre-…"
2021-11-30 13:15:10,"RT @IbaxNetwork: IBAX Airdrop is now live! You can get up to 100,000 IBXC . 
https://t.co/NePHh1DUpV
The earlier you participate in the air…"
2021-11-30 13:15:10,"RT @IbaxNetwork: Happy Thanksgiving！
Airdrop:https://t.co/NePHh1DUpV 
#Cryptocurrency #Airdrop #giveaways #thanksgiving https://t.co/LyfSpO…"
2021-11-30 13:15:10,"RT @SwanCakeFinance: 👩‍🌾Farms &amp; Staking has just started
⚠️DYOR: Do Your Own Research.⚠️
👉https://t.co/XdmHBIFOoq
@SwanCakeFinance
#YieldFa…"
2021-11-30 13:15:10,"Eurozone inflation hits a record high of 4.9
percent. | SSFEED
Driven by soaring energy costs, the annual rate for… https://t.co/qd6kjjY0ie"
2021-11-30 13:15:10,"RT @SwanCakeFinance: 👩‍🌾Farms &amp; Staking has just started
⚠️DYOR: Do Your Own Research.⚠️
👉https://t.co/XdmHBIFOoq
@SwanCakeFinance
#YieldFa…"
2021-11-30 13:15:09,"RT @nektrbsc: We keep telling you, to stay tuned. We're not even started yet... #CryptocurrencyNews #cryptocurrency #CryptoNews #cryptocurr…"
2021-11-30 13:15:09,RT @RunOnFlux: 🚨In 2 days the #30in30 begins on #Flux! Read more about how amazing this will be to showcase new #DApps running on advanced…
2021-11-30 13:15:09,"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ"
2021-11-30 13:15:09,"RT @unixplaytoearn: The UniX team has been in the works to list the Unix token on a CEX! 
Can you guess who is going to be the first?

#Pla…"
2021-11-30 13:15:08,"RT @CryptoTownEU: 🚀 Airdrop: Travel Coin
💰 Value: $4 worth of $TCOIN
👥 Referral: $10 worth of $TCOIN
📼 Audit: Nebula
🗞 News: UniFarm, Coinq…"
2021-11-30 13:15:08,"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…"
2021-11-30 13:15:07,"RT @AirdropStario: 💧 Infinity Wheels Airdrop 💧

🏆 Task:          ➕ Up to 100 WHEEL (~$10)

👨‍👩‍👧 Referral:   ➕ 20 WHEEL (~$2)

🔛 Airdrop Li…"
2021-11-30 13:15:06,"RT @tudabirds: 🤝tudaBirds https://t.co/1gSJKmq1Uf &lt;&gt; https://t.co/jK0APSZcnT ✅

BACKED is an alternative investment fund
on the #blockchain…"
2021-11-30 13:15:06,"@dogebonk_token DON'T BUY THIS MEME TOKEN THEY SPEND TOO MUCH MONEY ON MEME.

that's a fat fuckin' #bonk my dude… https://t.co/LBJNbv7YPc"
2021-11-30 13:15:04,"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…"
2021-11-30 13:15:03,"RT @CryptoTownEU: 🚀 Airdrop: Last Survivor
💰 Value: $ 10 (666 $LSC) 
👥 Referral: Top 200
🏆 Winners: 2000
📘 IDO: BinStarter
📗 Investors: R-9…"
2021-11-30 13:15:03,"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…"
2021-11-30 13:15:03,"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…"
2021-11-30 13:15:03,"RT @WILDERCRYPTOO: Which #crypto are you loading up on right now?

#Cryptogem #cryptocurrency #x100Gems #altcoin #DeFi #cryptotwitter #bloc…"
2021-11-30 13:15:03,"@CandySwap_BSC A project that can be expected to do something good with work, I wish the winning team success!… https://t.co/eO8TxvJpce"
2021-11-30 13:15:02,Latest rate of IOTA to US Dollar ( MIOTA to USD ) MIOTA/USD is $ 1.40 . #IOTA #MIOTA #MIOTATOUSD #forex… https://t.co/5mESUzQaTX
2021-11-30 13:15:02,"RT @AirdropStario: 💧 Battle of MultiWorld Airdrop 💧

🏆 Task:          ➕ Up to 75 BMW (~$1.2)

👨‍👩‍👧 Referral:   ➕ 1250 BMW (~$25) for the t…"
2021-11-30 13:15:02,"RT @hobo_erc20: $250 USD in 24hrs 

✅ RT &amp; Follow @hobo_erc20 

Win this Limited NFT
#NFTs  #NFTGiveaway  #HOBO #NFTCommunity  #NFT #crypto…"
