"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @IbaxNetwork: IBAX Airdrop is now live! You can get up to 100,000 IBXC . 
https://t.co/NePHh1DUpV
The earlier you participate in the air…",FALSE,0,NA,2021-11-30 13:15:46,FALSE,NA,"1465670893066063881",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dtai93",3943,TRUE,FALSE,NA,NA
"RT @Jetoken1: 💎JeToken LAUNCH💎

🚀LAUNCHING November 30th🚀

✈️Do not miss your opportunity to purchase JeToken during our final days of Pre-…",FALSE,0,NA,2021-11-30 13:15:46,FALSE,NA,"1465670892977938432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wwwhua2",1844,TRUE,FALSE,NA,NA
"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…",FALSE,0,NA,2021-11-30 13:15:46,FALSE,NA,"1465670892352991232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaesumicytx2021",5493,TRUE,FALSE,NA,NA
"[Futures] By 2021-11-29 16:00 GMT, $ETC usdt-margin futures had a price change of 3.90% with an average Funding Rat… https://t.co/0JYbCwjOo9",FALSE,0,NA,2021-11-30 13:15:45,TRUE,NA,"1465670890683879424",NA,"<a href=""https://cryptoalgowheel.com"" rel=""nofollow"">cryptoalgowheel</a>","CryptoCapflow",0,FALSE,FALSE,NA,NA
"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…",FALSE,0,NA,2021-11-30 13:15:45,FALSE,NA,"1465670890075611136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kavitayogi1",5317,TRUE,FALSE,NA,NA
"RT @Bonkversity: Turn your #nihilism into #stoicism 

#dogebonk #cryptocurrency https://t.co/JLClkH9oO9",FALSE,0,NA,2021-11-30 13:15:45,FALSE,NA,"1465670889568194562",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","THEQUIETTEMPEST",7,TRUE,FALSE,NA,NA
"CBDC is a tool to combat Bitcoin, says Bank of Indonesia exec #CryptoCurrencies #bitcoin #cryptocurrency via… https://t.co/JNdV4RMY92",FALSE,0,NA,2021-11-30 13:15:45,TRUE,NA,"1465670887546441738",NA,"<a href=""http://twinybots.com"" rel=""nofollow"">TwinyBots</a>","PennyBuys",0,FALSE,FALSE,NA,NA
"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…",FALSE,0,NA,2021-11-30 13:15:44,FALSE,NA,"1465670886707576833",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tatumlorita0059",5317,TRUE,FALSE,NA,NA
"RT @AudiA1JiMi: @ZukiMoba This project is going to be a better position in the future and go to the moon very soon.

@_11728
@newtayeb
@Sou…",FALSE,0,NA,2021-11-30 13:15:44,FALSE,NA,"1465670882999762944",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nijum90",8,TRUE,FALSE,NA,NA
"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…",FALSE,0,NA,2021-11-30 13:15:43,FALSE,NA,"1465670882248904716",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sara1234khab",5493,TRUE,FALSE,NA,NA
"RT @AirdropStario: 💧 Battle of MultiWorld Airdrop 💧

🏆 Task:          ➕ Up to 75 BMW (~$1.2)

👨‍👩‍👧 Referral:   ➕ 1250 BMW (~$25) for the t…",FALSE,0,NA,2021-11-30 13:15:43,FALSE,NA,"1465670882127278080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Denyaza12",5794,TRUE,FALSE,NA,NA
"RT @BUDZ_ARMY: It’s #altcoin season and $BUDZ from @BudzProject is READY TO POP 💥

Great entry point in this sub 500k MC gem💎

#cryptocurre…",FALSE,0,NA,2021-11-30 13:15:43,FALSE,NA,"1465670881842241536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andy81spurs",4,TRUE,FALSE,NA,NA
"#WapSwapFinance #WapSwap #WAP #blockchain #cryptocurrency #technology #bitcoin #money #crypto #Binance #BNB… https://t.co/dVliXTMnu7",FALSE,0,NA,2021-11-30 13:15:43,TRUE,NA,"1465670879791116289",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fokirlal420",0,FALSE,FALSE,NA,NA
"RT @WILDERCRYPTOO: Which #crypto are you loading up on right now?

#Cryptogem #cryptocurrency #x100Gems #altcoin #DeFi #cryptotwitter #bloc…",FALSE,0,NA,2021-11-30 13:15:42,FALSE,NA,"1465670877652008960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andini_a17",403,TRUE,FALSE,NA,NA
"RT @cosmic_fang: @finance_perseus It's a great pleasure to be part of this wonderful opportunity, I trust this is a solid project,so guys y…",FALSE,0,NA,2021-11-30 13:15:42,FALSE,NA,"1465670876162969609",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","motionn93",1,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…",FALSE,0,NA,2021-11-30 13:15:42,FALSE,NA,"1465670875596918786",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Richard46943933",5317,TRUE,FALSE,NA,NA
"RT @CryptoTownEU: 🚀 Airdrop: Travel Coin
💰 Value: $4 worth of $TCOIN
👥 Referral: $10 worth of $TCOIN
📼 Audit: Nebula
🗞 News: UniFarm, Coinq…",FALSE,0,NA,2021-11-30 13:15:42,FALSE,NA,"1465670875081056258",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","waqasah15701932",3317,TRUE,FALSE,NA,NA
"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…",FALSE,0,NA,2021-11-30 13:15:41,FALSE,NA,"1465670874044895240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moonwithksj",5488,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ",FALSE,0,NA,2021-11-30 13:15:41,FALSE,NA,"1465670872849543169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acemax_99",4542,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: IBAX Airdrop is now live! You can get up to 100,000 IBXC . 
https://t.co/NePHh1DUpV
The earlier you participate in the air…",FALSE,0,NA,2021-11-30 13:15:41,FALSE,NA,"1465670872065265670",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AmirHamdy25",3941,TRUE,FALSE,NA,NA
"RT @unixplaytoearn: The UniX team has been in the works to list the Unix token on a CEX! 
Can you guess who is going to be the first?

#Pla…",FALSE,0,NA,2021-11-30 13:15:40,FALSE,NA,"1465670870056124420",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheHunterxxx4",205,TRUE,FALSE,NA,NA
"RT @yzwnd2: @IbaxNetwork Fantastic project with great potential. The team's dedication and ingenuity with excellent fan support..

@hendric…",FALSE,0,NA,2021-11-30 13:15:40,FALSE,NA,"1465670869431111680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","motionn93",1,TRUE,FALSE,NA,NA
"@AirdropStario Wow so bewtufull projet
@Shirifa1205A
@MdRidoy16595176
@MDRahat59195364
 #cryptocurrency #Airdrop… https://t.co/TyxvRltYPv",FALSE,0,"AirdropStario",2021-11-30 13:15:40,TRUE,"1450975880436666368","1465670869338898435","1173425402523652096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sakibalhasan62",0,FALSE,FALSE,NA,NA
"RT @AirdropStario: 💧 PLS2E 2nd Round Airdrop 💧

🏆 Task:          ➕ 200,000 P2E » Total airdrop pool.

👨‍👩‍👧 Referral:   ➕ 10 Points

🔛 Aird…",FALSE,0,NA,2021-11-30 13:15:39,FALSE,NA,"1465670864494419975",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MantaDhyan",3190,TRUE,FALSE,NA,NA
"RT @AirdropStario: 💧 Battle of MultiWorld Airdrop 💧

🏆 Task:          ➕ Up to 75 BMW (~$1.2)

👨‍👩‍👧 Referral:   ➕ 1250 BMW (~$25) for the t…",FALSE,0,NA,2021-11-30 13:15:39,FALSE,NA,"1465670863378857987",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shuraim00",5794,TRUE,FALSE,NA,NA
"RT @CryptoTownEU: 🚀 Airdrop: Twelve Legions
💰 Value: 660,000 $CTL ($12,500)
👥 Referral: Top 43 Referrals will get Huge Prizes
📒 Partnership…",FALSE,0,NA,2021-11-30 13:15:38,FALSE,NA,"1465670861143228419",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sagar_parhi",12730,TRUE,FALSE,NA,NA
"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…",FALSE,0,NA,2021-11-30 13:15:38,FALSE,NA,"1465670860602163203",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaidaKim16",5493,TRUE,FALSE,NA,NA
"@IbaxNetwork Im happy to participating in this huge airdrop. I hope this project going be great and success in the… https://t.co/67ySfjZNGS",FALSE,0,"IbaxNetwork",2021-11-30 13:15:38,TRUE,"1465594793887682560","1465670858706325515","1323549139905380353","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Joiscal1",0,FALSE,FALSE,NA,NA
"RT @Sakibalhasan62: @IbaxNetwork Wow so bewtufull projet
@Shirifa1205A
@MdRidoy16595176
@MDRahat59195364
 #IBAX #Airdrop #cryptocurrency #M…",FALSE,0,NA,2021-11-30 13:15:37,FALSE,NA,"1465670856164708356",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","motionn93",1,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ",FALSE,0,NA,2021-11-30 13:15:37,FALSE,NA,"1465670854377828362",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kailash83441230",4543,TRUE,FALSE,NA,NA
"RT @popop_world: 📣 POPOP WORLD AIRDROP IS LIVE!

📍 Audited by: SolidProof

🏆 Reward for Tasks:  60,000 POP » Total airdrop pool.

👨‍👩‍👧 Ref…",FALSE,0,NA,2021-11-30 13:15:37,FALSE,NA,"1465670854075846660",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RHSojib10",6784,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ",FALSE,0,NA,2021-11-30 13:15:36,FALSE,NA,"1465670853362864129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Richard46943933",4543,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…",FALSE,0,NA,2021-11-30 13:15:36,FALSE,NA,"1465670853073330183",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TidurdiSofa",5317,TRUE,FALSE,NA,NA
"RT @unixplaytoearn: The UniX team has been in the works to list the Unix token on a CEX! 
Can you guess who is going to be the first?

#Pla…",FALSE,0,NA,2021-11-30 13:15:36,FALSE,NA,"1465670852792311813",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnMacNiel",205,TRUE,FALSE,NA,NA
"RT @WatcherGuru: Which #cryptocurrency have you been HODLing the longest? 🧐",FALSE,0,NA,2021-11-30 13:15:36,FALSE,NA,"1465670852205285385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fire20132013",77,TRUE,FALSE,NA,NA
"RT @DessertSwap: Our BEP-20 Audit for @teendoge_bsc is complete! Please review the findings of the audit on our website: https://t.co/9Xv76…",FALSE,0,NA,2021-11-30 13:15:35,FALSE,NA,"1465670847906017280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dayatz1919",94,TRUE,FALSE,NA,NA
"The day-after results: who called it? WHO LEGIT CALLED NOT TO BUY $MINE OFF YESTERDAY'S BUY-RECOMMENDATION?

(spoil… https://t.co/TQCN4G5JDK",FALSE,0,"logicalgraphs",2021-11-30 13:15:35,TRUE,"1465325175453405188","1465670847335649281","4385088856","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","logicalgraphs",0,FALSE,FALSE,NA,NA
"@IbaxNetwork This token Will Boom And It Is Recommended To My Crypto Friends, Don't Think More Just Go For It… https://t.co/JmAoFsK1AQ",FALSE,0,"IbaxNetwork",2021-11-30 13:15:35,TRUE,"1464137712223457286","1465670847293652994","1323549139905380353","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acemax_99",0,FALSE,FALSE,NA,NA
"#BTCUSD - New Technical Analysis 

Trade with 10% off fees on dYdX, the best decentralised derivatives exchange on… https://t.co/5LnSAKMOdR",FALSE,0,NA,2021-11-30 13:15:35,TRUE,NA,"1465670846752698378",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">MarketChartsApp</a>","MarketChartsApp",0,FALSE,FALSE,NA,NA
"RT @CornucopiasGame: We're excited to share our first preview of a mini-game that is currently under development! Make sure you join our Di…",FALSE,0,NA,2021-11-30 13:15:35,FALSE,NA,"1465670845553119232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CryptoRAM10",2046,TRUE,FALSE,NA,NA
"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…",FALSE,0,NA,2021-11-30 13:15:34,FALSE,NA,"1465670844965789701",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NyooCarol13",5493,TRUE,FALSE,NA,NA
"RT @SabreEthereum: History was made last night as three of the biggest trend setters in #Crypto took the stage in a world first.

This was…",FALSE,0,NA,2021-11-30 13:15:34,FALSE,NA,"1465670844139642880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlokiSupraaa",699,TRUE,FALSE,NA,NA
"@IbaxNetwork This is definitely going to be HUGE!  as the team has been an inspiration in their innovative approach… https://t.co/ltoTDPPiqJ",FALSE,0,"IbaxNetwork",2021-11-30 13:15:34,TRUE,"1462718767784292353","1465670843548135427","1323549139905380353","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","armanwii101",0,FALSE,FALSE,NA,NA
"RT @TravelTcoin: 🔥 New TCOIN Airdrop Round 2!
⌛️ 01-06 December!
🚀 Total Reward: $5000 in TCOIN
🏦 Distribution Date: 7th - 10th December 20…",FALSE,0,NA,2021-11-30 13:15:34,FALSE,NA,"1465670841711034375",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","summerchive",5493,TRUE,FALSE,NA,NA
"RT @kp_hunters: @IbaxNetwork The project is implemented professionally and has a clear development plan. It's made by a very professional a…",FALSE,0,NA,2021-11-30 13:15:33,FALSE,NA,"1465670840507273223",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","motionn93",1,TRUE,FALSE,NA,NA
"RT @CryptoYeager_: BABY DOGE TO THE MOON 🚀🚀

#BabyDoge #BabyDogeCoin #Crypto #cryptocurrency #Binance #BTC #ETH #ToTheMoon https://t.co/0to…",FALSE,0,NA,2021-11-30 13:15:33,FALSE,NA,"1465670840327053314",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ReflectionsBaby",84,TRUE,FALSE,NA,NA
"RT @satishacharya: Tackling Crypto... #cryptocurrency https://t.co/bEMmt1r5Xi",FALSE,0,NA,2021-11-30 13:15:33,FALSE,NA,"1465670839588691975",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DinDav108",1210,TRUE,FALSE,NA,NA
"RT @hobo_erc20: $250 USD in 24hrs 

✅ RT &amp; Follow @hobo_erc20 

Win this Limited NFT
#NFTs  #NFTGiveaway  #HOBO #NFTCommunity  #NFT #crypto…",FALSE,0,NA,2021-11-30 13:15:33,FALSE,NA,"1465670837839622148",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mlssufe",7104,TRUE,FALSE,NA,NA
"RT @CryptoTownEU: 🚀 Airdrop: Travel Coin
💰 Value: $4 worth of $TCOIN
👥 Referral: $10 worth of $TCOIN
📼 Audit: Nebula
🗞 News: UniFarm, Coinq…",FALSE,0,NA,2021-11-30 13:15:33,FALSE,NA,"1465670837416210432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nejmo02921712",3317,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Happy Thanksgiving！
Airdrop:https://t.co/NePHh1DUpV 
#Cryptocurrency #Airdrop #giveaways #thanksgiving https://t.co/LyfSpO…",FALSE,0,NA,2021-11-30 13:15:33,FALSE,NA,"1465670837365841925",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Richard46943933",3581,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Join us！ You can get up to 100,000 IBXC . 
https://t.co/NePHh1VvOv
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #N…",FALSE,0,NA,2021-11-30 13:15:32,FALSE,NA,"1465670836048719873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abdurra19834028",3278,TRUE,FALSE,NA,NA
"RT @AirdropStario: 💧 Battle of MultiWorld Airdrop 💧

🏆 Task:          ➕ Up to 75 BMW (~$1.2)

👨‍👩‍👧 Referral:   ➕ 1250 BMW (~$25) for the t…",FALSE,0,NA,2021-11-30 13:15:32,FALSE,NA,"1465670833901244422",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hao74316713",5794,TRUE,FALSE,NA,NA
"RT @teendoge_bsc: Teen Doge is committed to fulfilling the technical vision of ""allowing everyone to benefit fairly from decentralized coll…",FALSE,0,NA,2021-11-30 13:15:32,FALSE,NA,"1465670833821470724",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dayatz1919",219,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: 📢 Notes: Invite your friends to get rewards together
💎 You can earn IBXC by completing daily tasks.
💰 Referral Ranking Rew…",FALSE,0,NA,2021-11-30 13:15:31,FALSE,NA,"1465670830977740804",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","supriya_lovely",5317,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ",FALSE,0,NA,2021-11-30 13:15:31,FALSE,NA,"1465670830889705472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shunham91436751",4543,TRUE,FALSE,NA,NA
"RT @IbaxNetwork: Waiting for next week
#IBAX #Airdrop #cryptocurrency #Metaverse #Giveaways #NFT https://t.co/qGZCHapAIQ",FALSE,0,NA,2021-11-30 13:15:31,FALSE,NA,"1465670830315094019",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Demon57109310",4543,TRUE,FALSE,NA,NA
